Date,BTC,ETH,BCH,LTC,XRP,XEM,XLM,BAT,OMG,XTZ,QTUM,ENJ,DOT,ATOM,MKR,DAI,XYM,MONA,FCR,ADA,LINK,DOGE,SOL,FLR,ASTR,FIL,SAND,CHZ,NAC,AVAX
2025/05/28,15561740.5,381993,59315,13680,326.621,1.386,40.702,20.2,28.51196,90.147,311.594,15.675,649,683,242881,144.824,1.134,25.101,0.28,107.142,2242,31.752,24742,2.65761,4.156,403.971,43.487,6.237,926.8,3347
2025/05/29,15344450,381847.5,59102,13524,327.886,1.38,40.445,19.917,28.51374,89.099,309.996,15.266,639,673,240476,144.176,1.169,23.7,0.302,105.162,2191,31.381,24124,2.59618,4.126,399.276,42.868,6.151,915,3269
2025/05/30,15094803,372001,58637,12697,315.6165,1.23,39.058,18.972,26.59375,84.021,299.627,14.701,598,635,229151,144.069,1.092,24.89,0.303,101.893,2042,28.731,23048,2.54101,3.905,370.664,40.22,5.685,944,3056
2025/05/31,15117701.5,366784,60157,12629,316.326,1.116,38.357,18.786,30.00142,82.556,288.79,14.116,591,629,227869,144.055,1.134,25.023,0.298,99.474,2036,28.037,22689,2.49025,3.78,376.722,39.407,5.641,944.798,3026
2025/06/01,15137744.5,364133.5,58310,12661,310.901,0.973,38.279,18.401,31.02186,82.041,289.999,14.43,580,625,229828,144.053,1.08,24.987,0.305,97.553,2011,27.569,22439,2.65075,3.8,368.609,39.452,5.691,920.01,2980
2025/06/02,14994778,362912,57000,12686,311.029,1.02,38.328,18.945,33.53752,81.622,288,14.364,583,625,239480,142.702,1.105,26,0.287,97.251,1971,27.422,22032,2.67307,3.801,368.691,39.617,5.673,939,2955
2025/06/03,15252512.5,377193,58054,12947,324.8645,1.28,39.381,19.476,33.59668,84.4305,298.53,13.601,598,638,272367,143.936,1.194,25.6,0.287,98.313,2042,28.017,22721,2.63874,3.923,378.952,40.7905,5.778,925.011,3059
2025/06/04,14963465,372561,57244,12570,314.692,1.139,38.013,18.837,30.97777,81.802,294,14.2,572,610,254025,142.812,1.158,26,0.286,95.291,1969,26.906,22071,2.54178,3.93,366.579,38.985,5.561,930,2885
2025/06/05,14457722,344682.5,54388,11798,295.958,0.982,36.281,17.727,28.17987,76.6905,276.001,14.4,539,580,243704,143.527,1.17,25.988,0.288,89.011,1820,24.251,20354,2.48833,3.672,334.018,36.1705,5.2,940,2654
2025/06/06,15181659.5,362808,57745,12697,315.594,1.11,38.263,18.689,29.68112,80.9,289.474,13.789,565,618,248889,144.819,1.157,25.013,0.283,96.53,1968,26.034,21646,2.62278,3.837,351.705,39.302,5.426,949.6,2828
2025/06/07,15360211.5,365762.5,58975,12798,316.127,1.066,38.404,19.223,30.13875,82.184,294.021,13.706,583,623,255442,144.833,1.109,25.2,0.287,96.491,1998,26.682,21865,2.60289,3.949,363.028,39.988,5.509,942,3018
2025/06/08,15375601.5,366808.5,60148,12730,330.481,1.02,39.049,19.496,30.34405,83.659,301,14,588,621,256158,144.824,1.065,24.3,0.284,97.891,2015,26.892,22349,2.67426,3.959,361.933,40.5505,5.585,945.01,3090
2025/06/09,15717866.5,374535,60961,12829,333.3385,1,39.067,19.554,29.90846,83.778,302.159,13.996,591,632,272555,144.572,1.06,25.5,0.279,99.259,2033,27.034,22639,2.64851,3.983,364.529,40.808,5.5905,950,3079
2025/06/10,15921137.5,401787,63413,13382,333.001,1.017,40.487,20.584,30.33114,89.495,323.553,13.279,617,667,305741,144.845,1.09,25.399,0.28,102.831,2212,28.277,23989,2.68205,4.08,392.572,43.256,5.8,960.1,3224
2025/06/11,15760760.5,407141,61699,13319,331.913,0.99,40.416,20.058,29.82549,89.393,316,13.601,612,655,301953,144.517,1.094,24.012,0.265,101.901,2194,28.307,23594,2.73682,4.035,391.06,42.446,5.747,962.222,3144
2025/06/12,15251639,379524.5,61107,12416,313.8055,0.89,38.542,18.64,26.57789,84.597,300.104,14.797,565,610,290117,143.491,1.06,23.991,0.26,94.962,2002,26.04,22001,2.60018,3.701,358.765,39.179,5.344,966,2914
2025/06/13,15239139.5,367848,63381,12356,309.0875,0.8,37.41,18.426,25.68702,81.489,294.837,14.201,550,592,293775,144.076,1.034,24.3,0.26,91.947,1908,25.667,21237,2.59847,3.64,350.111,38.277,5.246,980,2771
2025/06/14,15141082.5,362068.5,61053,12235,306.984,0.734,36.669,17.925,29.17085,80.401,288,13.671,539,585,300070,144.1005,1.041,24.188,0.253,89.181,1882,25.474,20601,2.63297,3.585,346.541,37.8505,5.174,971.001,2726
2025/06/15,15106230,360838.5,66441,12286,309.465,0.739,36.839,17.898,27.24655,79.317,286,13.999,541,580,298079,144.101,1.035,23.622,0.258,89.788,1880,24.863,21454,2.58985,3.62,343.152,37.241,5.153,956.001,2715
2025/06/16,15767263.5,386887,68114,12843,335.785,0.72,38.895,18.916,27.86376,84.149,302.005,12.504,577,621,325395,144.732,1.014,23.6,0.255,94.931,2048,26.033,22772,2.69084,3.799,370.712,40.174,5.464,956.005,2886
2025/06/17,15187398,365249.5,68472,12242,315.162,0.65,36.891,17.984,26.21384,78.799,293.892,13,542,591,291675,145.229,1.005,23.316,0.257,89.255,1892,24.64,21605,2.55341,3.611,349.989,37.423,5.1505,962.7,2713
2025/06/18,15237187,367442.5,67149,12389,315.6555,0.582,36.554,17.962,26.81157,78.484,288,12.4,532,587,290624,145.097,0.864,22.46,0.248,87.861,1900.5,24.763,21407,2.52505,3.596,348.022,37.317,5.143,943.95,2700
2025/06/19,15188170,365061,72007,12368,315.166,0.689,36.35,17.831,26.71756,77.165,270.04,12.201,517,587,275874,145.459,0.897,22.654,0.261,87.218,1897,24.693,21151,2.5766,3.573,340.356,36.833,5.071,939.9,2625
2025/06/20,15171609.5,354998.5,70082,12175,311.803,0.94,35.667,17.877,26.96898,75.868,280,12.3,504,579,273023,146.067,0.947,21.25,0.252,85.013,1850,23.925,20596,2.54209,3.515,331.591,36.584,5.0705,949,2566
2025/06/21,15046241,351697.5,69719,11939,305.5335,0.873,35.003,17.188,26.076,74.151,272,12.8,493,559,263220,146.084,0.981,21.841,0.251,83.108,1797,23.19,20237,2.46514,3.417,327.883,35.264,4.917,930.001,2497
2025/06/22,14562267.5,320016.5,64748,11466,288.0125,0.75,32.699,16.225,26.82753,71.221,258,11.13,454,533,247675,146.119,0.902,21.52,0.245,77.201,1654,21.652,18933,2.28855,3.12,297.531,33.245,4.624,949,2347
2025/06/23,15186398.5,343471,66305,12218,303.682,0.643,34.819,17.478,27.29116,76.057,280,11.961,486,584,293880,146.158,0.967,21,0.245,81.849,1811,23.236,20556,2.44865,3.289,321.348,36.536,5.021,948.999,2563
2025/06/24,15393924,355403.5,66161,12348,321.23,0.75,36.06,18.065,27.12215,77.298,284,12.999,502,592,293065,144.925,0.983,21.1,0.234,85.154,1945,23.956,21034,2.51194,3.435,334.156,37.135,5.152,945,2636
2025/06/25,15661585,354695,71024,12338,319.145,0.731,35.318,17.927,26.86858,77.467,229.3,12.001,495,587,277837,145.236,0.978,20.33,0.232,83.245,1926,24.182,21087,2.51844,3.4,329.734,36.437,5.137,940,2579
2025/06/26,15582398,353495,71358,12316,308.7095,0.65,34.27,17.596,26.72543,76.169,266.5,12,483,573,269028,144.381,0.975,20.061,0.229,80.916,1904,23.437,20658,2.466,3.287,321.895,35.113,4.982,959.989,2524
2025/06/27,15527666.5,351380,73224,12258,305.443,0.635,34.043,17.632,26.65595,76.328,266.002,11.77,484,565,272983,144.644,0.936,19.881,0.225,80.442,1882,23.238,20676,2.49588,3.271,316.729,34.249,4.969,964.7,2527
2025/06/28,15525713,351839,71243,12431,315.5955,0.67286,34.397,18.19101,26.87445,76.709,281.38205,9.36582,492,575,276398,144.641,1.00302,20.02847,0.222,81.462,1930,23.608,21722,2.55718,3.319,326.355,34.648,5.085,950.01,2587
2025/06/29,15545717,352119,71728,12538,315.755,0.65287,34.054,18.51695,26.77149,77.408,285.06778,9.48565,494,585,287956,144.637,1.00529,20.17474,0.226,80.741,1927,23.713,21829,2.50287,3.32,330.858,34.489,5.115,962,2606
2025/06/30,15505693.5,360857,74130,12461,330.783,0.59884,34.675,18.60248,26.75026,77.595,284.40806,9.53654,494,598,282119,144.034,1.01519,20.94093,0.225,84.186,1952,24.043,22563,2.49917,3.34,334.699,35.006,5.092,950.002,2609
2025/07/01,15213713,346749.5,73357,11962,311.5755,0.42765,32.296,17.40861,26.33285,74.428,270.15849,9.11988,471,567,265997,143.414,1.00002,20.67273,0.22,77.683,1850,22.721,21012,2.45916,3.145,317.054,33.26,4.8705,939.9,2451
2025/07/02,15709243.5,372521.5,72644,12623,323.9855,0.43993,34.299,18.83995,26.80072,79.441,298.02541,9.97697,515,607,281537,143.672,1.03553,20.79138,0.219,85.68,1973,24.593,21967,2.49194,3.385,347.765,36.681,5.301,927.2,2675
2025/07/03,15933421,376826.5,72372,12995,330.06,0.27622,35.386,18.85673,26.92075,80.133,297.4867,9.95489,516,610,283837,144.928,1.04305,20.54073,0.237,86.885,1997,25,22151,2.45128,3.442,347.543,37.22,5.312,923.01,2702
2025/07/04,15571803,359983,70603,12510,320.926,0.23588,34.442,17.91372,25.84864,76.356,280.22877,9.26536,483,576,267164,144.501,1.06226,20.0719,0.228,82.411,1886,23.5005,21227,2.40114,3.293,324.361,34.839,5.008,930,2555
2025/07/05,15650358,362595.5,70254,12635,319.849,0.2621,34.211,17.83402,26.43931,75.634,280.19118,9.27974,484,578,265191,144.497,1.0654,19.66314,0.225,83.12,1907,23.737,21278,2.40557,3.256,325.044,34.737,5.043,933.9,2586
2025/07/06,15710679.5,368037,71726,12656,328.1285,0.2452,35.625,18.27835,26.08833,76.531,286.75674,9.51636,489,589,271113,144.499,1.04303,20.53002,0.229,84.408,1942,24.632,21889,2.39195,3.217,329.747,35.468,5.173,930,2632
2025/07/07,15766115,370259,72079,12537,331.136,0.25111,36.173,18.37231,26.16031,75.429,287.03196,9.44237,490,589,273197,146.031,1.07107,20.36824,0.232,84.275,1946,24.379,21674,2.38201,3.181,330.819,35.361,5.117,930,2614
2025/07/08,15930892,381198.5,72973,12757,336.7925,0.28661,37.436,18.88139,26.45039,78.145,293.92874,9.72594,503,607,280380,146.563,1.06781,19.95802,0.244,85.843,2023,24.902,21998,2.32814,3.206,338.645,36.5305,5.239,933.8,2673
2025/07/09,16202692,400832.5,74123,13259,350.355,0.28575,41.982,19.64732,26.31061,82.106,311.71678,10.17286,529,633,283199,146.379,1.05021,20.41967,0.243,90.765,2074,26.6,22837,2.34608,3.275,357.341,39.154,5.495,930,2819
2025/07/10,16597840,412524,74666,13626,365.9395,0.29835,43.941,20.14957,26.89527,84.306,316.1526,10.63661,547,652,288121,146.253,1.07189,21.01199,0.249,96.094,2163,27.407,23474,2.42271,3.412,369.847,40.469,5.668,921,2917
2025/07/11,17320979,438265.5,78704,14132,406.2195,0.32172,54.23,21.58594,28.24367,89.788,332.19562,11.48957,588,694,285127,147.416,1.22259,25.67254,0.257,106.401,2291,30.384,23992,2.52093,3.701,385.663,43.159,6.007,922.01,3100.5
2025/07/12,17218080,429667,74104,13551,394.685,0.30031,55.698,21.4254,26.97261,89.405,327.70785,10.93297,565,668,274121,147.401,1.18856,27.291,0.249,102.566,2190,28.616,23431,2.47549,3.568,368.48,41.498,5.756,938.5,3010
2025/07/13,17524716.5,440668.5,75076,14165,419.0825,0.30655,69.716,22.42319,27.31978,95.307,342.58877,11.68729,595,699,278448,147.363,1.205,26.31687,0.249,109.778,2337,29.611,23961,2.56139,3.748,382.789,47.125,6.082,924.03,3166
2025/07/14,17736327,443643,74332,14058,431.757,0.30076,65.881,22.34158,27.46227,93.894,334.03562,11.52989,584,673,271577,147.732,1.26089,27.78337,0.242,108.272,2336,29.199,24084,2.57254,3.671,378.111,45.375,5.938,939.3,3147
2025/07/15,17344832.5,453015,72696,14177,426.5845,0.31012,65.915,22.45495,27.82698,95.371,337.59206,11.58796,590,681,275331,148.869,1.2299,26.87097,0.235,108.051,2335,28.778,23928,2.54698,3.733,383.226,45.355,6.005,941.799,3213
2025/07/16,17764053.5,500495,74505,14598,452.957,0.34183,68.98,23.37024,27.50649,97.951,351.50593,12.15601,622,713,287256,147.86,1.26709,26.84213,0.237,114.62,2496,31.311,25841,2.66787,3.879,399.026,47.515,6.314,928,3371
2025/07/17,17763810,508781.5,73231,15036,499.545,0.33051,69.693,22.94226,27.24948,96.214,341.25542,11.75182,614,706,276706,148.672,1.2719,27.44017,0.248,118.87,2529,31.439,25796,3.09052,3.731,394.564,46.865,6.2105,926.01,3347
2025/07/18,17483188,523732.5,76021,15114,507.9765,0.34414,68.51,23.69126,27.39869,102.966,353.20125,12.13727,626,723,297972,148.839,1.31999,27.43595,0.24,120.64,2619,34.51,26109,2.97025,3.84,407.143,47.812,6.292,924.8,3477
2025/07/19,17543262.5,530608,76659,16579,508.6765,0.34032,68.662,24.36371,27.4869,152.181,369.04656,12.43205,658,741,298526,148.839,1.28387,26.96564,0.24,123.44,2736,35.854,26430,2.97352,3.92,417.138,48.693,6.483,917,3699
2025/07/20,17580607.5,556824.5,81360,17421,521.958,0.351,70.067,25.219,27.76606,162.951,385.64795,13.36896,671,774,304524,148.773,1.34041,27.24489,0.234,129.608,2882,40.316,26983,3.08606,4.076,434.682,51.752,6.808,915,3743
2025/07/21,17241282.5,553960,76445,16998,519.506,0.34772,69.273,24.7464,27.81706,148.385,373.14011,13.34427,655,757,305171,147.358,1.29594,26.97576,0.236,129.759,2843,39.366,28591,3.00506,4.119,423.736,50.508,6.737,910.5,3709
2025/07/22,17576928.5,544011,75976,17162,519.626,0.46511,69.234,24.77456,27.33094,138.7505,366.88087,13.13516,651,740,299859,146.645,1.35902,26.60261,0.237,130.789,2849,38.619,29438,3.38995,4.099,420.807,49.401,6.716,910.026,3698
2025/07/23,17304915.5,523237.5,74233,16248,461.1685,0.50207,61.48,22.84811,27.55648,129.861,338.83268,11.90832,600,683,300283,146.494,1.35562,26.2931,0.234,118.199,2619,34.918,27376,3.31384,3.917,383.997,44.308,6.144,919.997,3465
2025/07/24,17471400,550003.5,76245,16842,475.428,0.43871,64.103,22.97553,28.73586,131.988,342.15113,11.79774,601,695,303354,147.033,1.43113,26.43705,0.236,121.353,2706,35.321,27775,3.52101,3.879,389.175,44.757,6.237,914.9,3555
2025/07/25,17316389.5,545017,81420,16661,461.3615,0.44964,63.423,22.8508,27.32086,130.152,337.22372,11.7217,600,689,319960,147.655,1.39401,25.24111,0.237,119.277,2670,34.339,27150,3.30051,3.796,386.895,44.497,6.192,911.5,3522
2025/07/26,17430994.5,553285.5,82536,16910,469.932,0.49561,64.832,24.30733,27.52153,132.782,345.37767,11.82823,616,708,334703,147.661,1.40195,24.82552,0.239,121.892,2723,35.027,27448,3.56032,3.86,395.146,45.964,6.317,913.11,3709
2025/07/27,17534322.5,564625.5,88130,16782,472.9575,0.48959,65.148,24.58714,27.25665,131.939,346.5819,11.96224,616,711,338744,147.661,1.40231,24.80757,0.244,122.129,2803,35.348,27641,3.70051,3.93,400.477,46.7305,6.475,929.999,3772
2025/07/28,17540298.5,562963.5,85345,16250,466.8295,0.45775,62.269,23.74234,29.88498,128.156,329.73717,11.39249,590,688,322920,148.505,1.40779,25.2706,0.251,117.692,2692,33.819,27359,3.57957,3.766,387.7,44.397,6.143,900,3762
2025/07/29,17461755,559629,83546,16069,462.843,0.41006,61.69,24.11576,28.16282,123.972,323.57196,10.8834,572,676,302368,148.462,1.37083,25.43212,0.26,114.997,2625,32.859,26729,3.61985,3.647,375.739,43.328,6.02,919.999,3578
2025/07/30,17530341,564255.5,84921,16428,462.4305,0.43192,60.928,25.0537,27.41099,123.081,323.75634,10.83188,564,658,303966,149.459,1.32441,24.6859,0.254,113.53,2621,32.547,26334,3.63971,3.637,369.996,42.635,6.034,910.01,3473
2025/07/31,17561470,563277.5,85038,16301,460.052,0.40522,61.295,24.02019,27.7076,119.613,324.95288,10.69261,563,647,300214,150.719,1.33463,25.32082,0.254,113.011,2586,32.16,26447,3.54392,3.613,367.123,42.433,5.959,907,3439
2025/08/01,16820362.5,522369,78984,15702,443.505,0.39587,57.613,22.06918,27.1301,112.574,301.71597,10.00073,530,617,282131,147.395,1.29596,24.79927,0.241,106.746,2403,30.3,24138,3.3443,3.388,342.924,39.351,5.599,900.5,3209
2025/08/02,16674192.5,505445,77772,15742,413.0015,0.35647,54.449,21.21824,26.41963,108.233,294.26196,9.76855,517,602,273718,147.383,1.25946,24.74886,0.248,103.312,2317,28.568,23439,3.24923,3.351,335.348,38.038,5.463,909.3,3099
2025/08/03,16885326.5,515725,80179,16132,430.8245,0.36311,58.622,21.37953,26.59796,111.977,302.13001,10.14975,531,628,278949,147.385,1.22749,24.96797,0.25,106.919,2397,29.305,23809,3.41507,3.414,344.2705,39.105,5.624,912,3153
2025/08/04,16898017.5,544837.5,82311,17549,448.8075,0.42251,60.913,22.3442,26.54258,115.127,309.47561,10.49246,543,632,287432,147.054,1.26372,25.18309,0.243,110.201,2500.5,30.387,24606,3.52118,3.484,354.891,40.248,5.8305,906.9,3322
2025/08/05,16794866,528347.5,80195,17677,433.596,0.40743,58.433,21.79852,26.69071,113.427,301.48839,10.10909,530,617,270065,147.593,1.2566,25.26611,0.248,106.446,2403,29.229,24000,3.35182,3.384,341.212,38.866,5.654,913,3199
2025/08/06,16970738,542021.5,83651,17582,441.155,0.41766,58.544,22.16701,26.74439,115.035,309.54983,10.35638,540,632,281575,147.363,1.26215,25.47329,0.249,109.06,2467,30.231,24763,3.4273,3.49,350.116,39.9,5.811,910,3266
2025/08/07,17266628.5,570480,85348,17952,457.6595,0.40255,61.196,22.18821,26.78754,117.447,312.98466,10.50123,560,650,295108,147.118,1.16365,25.46896,0.249,113.232,2720,32.059,25454,3.44063,3.585,362.185,41.351,5.963,900.011,3384
2025/08/08,17289124.5,599824.5,86790,18443,489.4125,0.39307,67.427,22.90663,27.40706,121.692,322.54714,10.85085,587,679,299694,147.733,1.17927,26.19448,0.247,117.693,2904,33.91,26335,3.49179,3.775,375.997,43.132,6.235,909.996,3511
